OFFER_DATE,OFFER_WEEK,OFFER_MONTH,PRODUCT,PRICE,DISCOUNT,CUSTOMER_ID,GENDER,AGE,EARNING_K,CONVERT
2/3/2017,Friday,February,USB Drive,30,20,13-694-7205,Male,30 - 40,LESS THAN 30,0
4/6/2017,Thursday,April,USB Hub,40,20,10-644-0518,Male,20 - 30,LESS THAN 30,0
4/18/2017,Tuesday,April,HDMI Cable,40,60,59-132-7947,Female,40 - 50,100 - 150,1
3/29/2017,Wednesday,March,HDMI Cable,50,60,56-509-4251,Female,20 - 30,60 - 100,1
2/16/2017,Thursday,February,Mouse,30,60,56-384-5927,Male,30 - 40,LESS THAN 30,0
4/2/2017,Sunday,April,Mouse,50,50,67-593-8629,Female,30 - 40,150 ABOVE,1
1/31/2017,Tuesday,January,Headset,50,50,28-060-0362,Male,30 - 40,30 - 60,0
3/29/2017,Wednesday,March,Mouse,40,20,89-195-4990,Female,60 and above,LESS THAN 30,0
11/22/2017,Wednesday,November,USB Hub,40,40,64-266-1908,Male,60 and above,60 - 100,1
12/28/2017,Thursday,December,USB Drive,50,40,01-699-7857,Female,30 - 40,150 ABOVE,0
10/22/2017,Sunday,October,USB Hub,30,60,70-157-1151,Female,40 - 50,100 - 150,0
8/30/2017,Wednesday,August,USB Hub,50,50,86-573-4677,Male,20 - 30,30 - 60,1
4/25/2017,Tuesday,April,USB Hub,30,60,47-959-3994,Female,50 - 60,150 ABOVE,0
2/8/2017,Wednesday,February,Keyboard,50,60,95-915-0957,Female,50 - 60,150 ABOVE,0
8/22/2017,Tuesday,August,USB Drive,40,30,53-830-1506,Male,20 - 30,60 - 100,1
10/10/2017,Tuesday,October,Keyboard,50,60,54-166-4636,Male,60 and above,30 - 60,0
11/27/2017,Monday,November,Lightning Cable,30,40,97-747-9248,Male,50 - 60,150 ABOVE,0
5/23/2017,Tuesday,May,USB Drive,50,50,32-320-7390,Female,50 - 60,60 - 100,0
2/17/2017,Friday,February,USB Hub,50,60,97-197-4588,Female,50 - 60,60 - 100,1
3/22/2017,Wednesday,March,Headset,40,30,40-668-1067,Male,40 - 50,100 - 150,0
5/22/2017,Monday,May,USB Hub,40,30,47-592-5877,Female,60 and above,30 - 60,0
4/29/2017,Saturday,April,USB Drive,50,60,91-923-3238,Male,20 - 30,100 - 150,1
2/2/2017,Thursday,February,HDMI Cable,40,50,34-196-4060,Male,60 and above,LESS THAN 30,0
1/11/2017,Wednesday,January,HDMI Cable,30,30,14-330-5744,Male,40 - 50,60 - 100,0
1/12/2017,Thursday,January,Headset,40,50,91-237-4003,Female,40 - 50,100 - 150,1
2/25/2017,Saturday,February,HDMI Cable,40,30,19-842-8782,Female,60 and above,30 - 60,0
7/5/2017,Wednesday,July,USB Hub,30,30,43-760-6997,Male,50 - 60,LESS THAN 30,0
8/6/2017,Sunday,August,USB Hub,50,40,42-887-6079,Female,60 and above,150 ABOVE,0
8/19/2017,Saturday,August,Keyboard,40,20,33-300-9729,Female,20 - 30,100 - 150,1
11/23/2017,Thursday,November,Lightning Cable,30,50,07-285-5369,Female,60 and above,LESS THAN 30,0
5/21/2017,Sunday,May,Mouse,30,60,12-783-4624,Female,50 - 60,LESS THAN 30,0
9/11/2017,Monday,September,Headset,40,30,27-702-1588,Male,20 - 30,LESS THAN 30,0
2/25/2017,Saturday,February,USB Hub,30,30,57-938-9214,Female,20 - 30,LESS THAN 30,0
12/5/2017,Tuesday,December,USB Drive,50,30,18-184-8051,Female,60 and above,LESS THAN 30,0
11/15/2017,Wednesday,November,Mouse,40,30,91-841-0028,Female,30 - 40,100 - 150,0
5/2/2017,Tuesday,May,Lightning Cable,50,20,33-038-2046,Female,40 - 50,LESS THAN 30,0
5/18/2017,Thursday,May,USB Hub,50,30,11-255-4437,Female,60 and above,30 - 60,0
7/3/2017,Monday,July,Mouse,50,20,14-621-7950,Female,50 - 60,60 - 100,0
6/16/2017,Friday,June,HDMI Cable,40,60,24-343-1987,Female,60 and above,30 - 60,0
4/26/2017,Wednesday,April,Keyboard,30,50,82-772-3234,Female,40 - 50,150 ABOVE,0
1/10/2017,Tuesday,January,Lightning Cable,50,30,28-417-6988,Male,20 - 30,LESS THAN 30,1
2/27/2017,Monday,February,Keyboard,50,30,70-378-9080,Female,50 - 60,30 - 60,0
5/14/2017,Sunday,May,HDMI Cable,50,50,64-536-3936,Male,60 and above,30 - 60,0
12/11/2017,Monday,December,Headset,30,20,36-936-4367,Female,40 - 50,150 ABOVE,0
11/1/2017,Wednesday,November,Headset,40,20,73-824-2937,Male,30 - 40,LESS THAN 30,1
11/26/2017,Sunday,November,HDMI Cable,30,20,21-804-4996,Male,50 - 60,30 - 60,0
10/10/2017,Tuesday,October,Keyboard,50,30,75-940-1836,Female,40 - 50,60 - 100,0
8/1/2017,Tuesday,August,Mouse,30,20,71-360-2604,Male,30 - 40,60 - 100,0
1/3/2017,Tuesday,January,USB Hub,50,30,13-983-3113,Male,40 - 50,LESS THAN 30,0
12/4/2017,Monday,December,USB Hub,40,40,94-136-2337,Male,50 - 60,30 - 60,0
6/27/2017,Tuesday,June,USB Drive,50,20,82-405-4472,Male,60 and above,30 - 60,0
12/9/2017,Saturday,December,Mouse,50,50,34-307-0368,Female,30 - 40,30 - 60,0
10/31/2017,Tuesday,October,Lightning Cable,40,30,74-172-4284,Female,30 - 40,100 - 150,0
1/27/2017,Friday,January,HDMI Cable,30,50,91-060-5760,Male,30 - 40,LESS THAN 30,0
3/29/2017,Wednesday,March,Mouse,30,30,86-303-3943,Male,40 - 50,30 - 60,0
1/17/2017,Tuesday,January,HDMI Cable,50,50,61-125-6132,Female,50 - 60,30 - 60,0
1/7/2017,Saturday,January,Headset,30,60,76-435-3012,Female,60 and above,30 - 60,0
1/22/2017,Sunday,January,USB Drive,40,40,30-616-0399,Female,30 - 40,100 - 150,0
11/4/2017,Saturday,November,Mouse,30,40,49-381-1947,Female,40 - 50,150 ABOVE,0
5/25/2017,Thursday,May,HDMI Cable,40,20,14-377-6304,Female,50 - 60,100 - 150,0
11/13/2017,Monday,November,Lightning Cable,40,30,26-003-0361,Male,20 - 30,30 - 60,0
11/19/2017,Sunday,November,Keyboard,40,30,64-543-4497,Male,60 and above,60 - 100,0
5/8/2017,Monday,May,Lightning Cable,30,40,30-627-4239,Female,20 - 30,60 - 100,1
5/29/2017,Monday,May,Mouse,40,40,88-561-8764,Female,20 - 30,LESS THAN 30,1
5/19/2017,Friday,May,HDMI Cable,30,60,56-325-4468,Male,20 - 30,150 ABOVE,1
1/19/2017,Thursday,January,Mouse,40,40,71-761-7991,Female,40 - 50,150 ABOVE,0
1/1/2017,Sunday,January,HDMI Cable,50,40,90-166-6101,Female,40 - 50,60 - 100,1
8/17/2017,Thursday,August,Keyboard,40,20,34-553-1615,Male,60 and above,LESS THAN 30,0
10/9/2017,Monday,October,HDMI Cable,50,50,29-976-8575,Female,50 - 60,LESS THAN 30,0
5/13/2017,Saturday,May,USB Hub,40,20,58-508-2213,Male,30 - 40,150 ABOVE,0
6/25/2017,Sunday,June,Keyboard,30,20,11-166-8172,Male,40 - 50,60 - 100,0
4/21/2017,Friday,April,Lightning Cable,50,30,89-807-8615,Female,40 - 50,60 - 100,0
5/17/2017,Wednesday,May,USB Drive,50,30,41-685-7519,Male,30 - 40,60 - 100,0
6/25/2017,Sunday,June,Keyboard,40,40,55-171-6194,Male,20 - 30,LESS THAN 30,0
3/5/2017,Sunday,March,USB Hub,30,50,35-895-5028,Male,50 - 60,100 - 150,1
2/24/2017,Friday,February,Lightning Cable,40,40,29-960-4918,Female,50 - 60,LESS THAN 30,0
9/22/2017,Friday,September,USB Drive,30,40,35-284-2391,Male,20 - 30,150 ABOVE,1
9/19/2017,Tuesday,September,Keyboard,30,20,10-461-4636,Female,60 and above,LESS THAN 30,0
7/7/2017,Friday,July,Lightning Cable,50,20,54-770-9683,Female,30 - 40,30 - 60,0
6/30/2017,Friday,June,Lightning Cable,40,50,04-160-7808,Female,40 - 50,LESS THAN 30,0
4/13/2017,Thursday,April,Lightning Cable,50,30,62-489-4301,Female,20 - 30,100 - 150,0
12/11/2017,Monday,December,USB Hub,30,50,38-322-9612,Male,50 - 60,100 - 150,0
12/12/2017,Tuesday,December,Headset,30,30,29-500-0216,Female,50 - 60,60 - 100,1
2/2/2017,Thursday,February,HDMI Cable,50,50,88-872-8808,Male,50 - 60,60 - 100,0
4/8/2017,Saturday,April,USB Hub,30,40,67-453-3730,Male,60 and above,30 - 60,0
8/7/2017,Monday,August,Headset,40,60,80-548-1439,Female,50 - 60,60 - 100,0
10/1/2017,Sunday,October,Mouse,40,20,24-061-9054,Male,30 - 40,100 - 150,0
11/9/2017,Thursday,November,Keyboard,30,50,33-439-9960,Male,50 - 60,LESS THAN 30,0
12/2/2017,Saturday,December,USB Hub,30,20,23-438-1322,Female,50 - 60,30 - 60,0
9/11/2017,Monday,September,Lightning Cable,30,50,78-206-9385,Female,50 - 60,LESS THAN 30,0
3/21/2017,Tuesday,March,Headset,30,30,13-123-0593,Female,30 - 40,LESS THAN 30,0
7/26/2017,Wednesday,July,Mouse,40,50,13-147-8435,Female,50 - 60,LESS THAN 30,0
8/27/2017,Sunday,August,USB Drive,30,40,04-862-8861,Male,50 - 60,30 - 60,0
5/13/2017,Saturday,May,Lightning Cable,30,20,99-511-8234,Male,20 - 30,150 ABOVE,1
8/30/2017,Wednesday,August,Keyboard,50,30,00-818-5077,Male,50 - 60,150 ABOVE,0
1/3/2017,Tuesday,January,USB Drive,50,40,51-662-9101,Female,20 - 30,100 - 150,1
1/20/2017,Friday,January,Lightning Cable,30,40,10-714-0412,Female,60 and above,30 - 60,0
8/20/2017,Sunday,August,USB Hub,30,60,36-743-3809,Female,40 - 50,30 - 60,0
12/11/2017,Monday,December,Keyboard,50,50,21-927-7265,Male,20 - 30,100 - 150,0
3/15/2017,Wednesday,March,Mouse,40,40,27-070-6114,Female,30 - 40,100 - 150,0
5/28/2017,Sunday,May,Lightning Cable,50,20,00-315-0895,Male,30 - 40,30 - 60,0
9/27/2017,Wednesday,September,Lightning Cable,40,60,21-552-1134,Female,30 - 40,150 ABOVE,0
10/9/2017,Monday,October,Headset,50,30,48-901-5613,Female,40 - 50,LESS THAN 30,0
10/29/2017,Sunday,October,Keyboard,50,20,31-662-3107,Female,40 - 50,100 - 150,1
12/29/2017,Friday,December,Headset,40,30,75-405-8187,Female,60 and above,150 ABOVE,0
8/4/2017,Friday,August,HDMI Cable,30,30,60-000-5055,Male,60 and above,100 - 150,0
5/3/2017,Wednesday,May,Headset,40,40,71-312-7274,Female,60 and above,150 ABOVE,0
2/22/2017,Wednesday,February,Lightning Cable,40,60,35-044-6088,Male,40 - 50,LESS THAN 30,0
3/16/2017,Thursday,March,Headset,40,40,25-314-0306,Male,40 - 50,60 - 100,0
7/12/2017,Wednesday,July,Mouse,30,40,26-528-5521,Male,60 and above,LESS THAN 30,0
9/25/2017,Monday,September,Lightning Cable,40,20,35-300-2502,Female,20 - 30,150 ABOVE,0
11/4/2017,Saturday,November,USB Drive,40,20,07-168-7345,Male,50 - 60,LESS THAN 30,0
9/20/2017,Wednesday,September,Keyboard,40,40,74-932-9165,Female,50 - 60,150 ABOVE,0
11/22/2017,Wednesday,November,HDMI Cable,30,40,62-158-2208,Female,30 - 40,150 ABOVE,0
6/27/2017,Tuesday,June,Mouse,40,30,14-323-3719,Male,60 and above,60 - 100,0
10/24/2017,Tuesday,October,Mouse,40,50,76-004-4324,Female,20 - 30,30 - 60,0
2/18/2017,Saturday,February,Headset,40,30,65-110-4288,Male,50 - 60,100 - 150,0
1/6/2017,Friday,January,USB Hub,50,50,57-705-9024,Male,50 - 60,100 - 150,0
2/8/2017,Wednesday,February,Mouse,30,40,05-356-1922,Female,30 - 40,30 - 60,0
3/5/2017,Sunday,March,HDMI Cable,30,30,87-349-4153,Female,50 - 60,LESS THAN 30,0
4/6/2017,Thursday,April,Keyboard,50,20,42-049-9042,Female,60 and above,100 - 150,0
9/15/2017,Friday,September,Lightning Cable,40,60,92-577-0365,Female,30 - 40,60 - 100,0
12/7/2017,Thursday,December,HDMI Cable,50,20,46-190-1328,Male,60 and above,100 - 150,0
2/19/2017,Sunday,February,Lightning Cable,50,20,52-116-1387,Female,40 - 50,30 - 60,0
7/24/2017,Monday,July,Lightning Cable,30,40,07-717-1249,Female,20 - 30,30 - 60,0
7/4/2017,Tuesday,July,Mouse,40,30,60-644-4699,Female,30 - 40,LESS THAN 30,0
8/12/2017,Saturday,August,Headset,30,60,12-764-3532,Male,30 - 40,60 - 100,1
11/5/2017,Sunday,November,USB Hub,30,40,94-953-4721,Male,50 - 60,100 - 150,0
11/7/2017,Tuesday,November,Mouse,30,60,31-582-9797,Male,60 and above,60 - 100,1
6/14/2017,Wednesday,June,Headset,30,30,97-908-0158,Male,40 - 50,100 - 150,0
12/21/2017,Thursday,December,USB Hub,30,20,28-335-5309,Male,60 and above,LESS THAN 30,0
2/22/2017,Wednesday,February,Mouse,30,30,58-998-0673,Female,30 - 40,60 - 100,0
4/3/2017,Monday,April,Keyboard,50,50,27-506-9055,Female,30 - 40,LESS THAN 30,0
8/27/2017,Sunday,August,USB Drive,50,30,34-188-8939,Female,30 - 40,60 - 100,1
6/15/2017,Thursday,June,USB Drive,40,20,78-490-5837,Female,30 - 40,LESS THAN 30,0
9/15/2017,Friday,September,Headset,30,30,43-831-3331,Female,30 - 40,LESS THAN 30,0
7/13/2017,Thursday,July,USB Hub,30,60,55-375-2989,Female,40 - 50,100 - 150,1
12/3/2017,Sunday,December,Mouse,50,50,52-420-9854,Male,30 - 40,100 - 150,1
11/20/2017,Monday,November,Lightning Cable,40,20,35-157-2026,Female,50 - 60,30 - 60,0
5/29/2017,Monday,May,Headset,50,20,71-646-8463,Female,60 and above,150 ABOVE,0
6/1/2017,Thursday,June,USB Hub,40,20,81-167-2471,Male,50 - 60,60 - 100,0
4/8/2017,Saturday,April,Headset,30,20,58-606-2029,Female,60 and above,100 - 150,1
2/16/2017,Thursday,February,USB Hub,50,50,22-187-8685,Female,40 - 50,60 - 100,0
12/5/2017,Tuesday,December,Mouse,50,30,80-919-1443,Male,60 and above,60 - 100,0
11/7/2017,Tuesday,November,HDMI Cable,30,40,04-241-9154,Male,50 - 60,60 - 100,0
5/19/2017,Friday,May,Mouse,50,60,05-128-6145,Female,60 and above,30 - 60,0
3/21/2017,Tuesday,March,Headset,50,50,40-676-9954,Male,30 - 40,60 - 100,0
3/30/2017,Thursday,March,Lightning Cable,30,60,08-824-9775,Female,20 - 30,60 - 100,1
8/8/2017,Tuesday,August,Headset,40,50,85-704-9264,Female,20 - 30,LESS THAN 30,0
4/9/2017,Sunday,April,HDMI Cable,50,30,72-473-5068,Female,50 - 60,30 - 60,0
5/24/2017,Wednesday,May,Headset,30,20,68-548-6475,Female,50 - 60,150 ABOVE,0
12/16/2017,Saturday,December,HDMI Cable,30,30,23-337-9360,Male,30 - 40,150 ABOVE,0
6/18/2017,Sunday,June,Mouse,30,50,29-485-4049,Male,20 - 30,60 - 100,1
2/21/2017,Tuesday,February,Headset,50,20,73-343-9706,Female,30 - 40,60 - 100,0
11/8/2017,Wednesday,November,HDMI Cable,30,30,73-661-6115,Male,20 - 30,LESS THAN 30,1
8/21/2017,Monday,August,USB Drive,30,20,58-585-4757,Male,20 - 30,150 ABOVE,0
5/15/2017,Monday,May,Keyboard,40,60,90-686-3951,Male,60 and above,LESS THAN 30,0
1/19/2017,Thursday,January,HDMI Cable,30,40,31-911-4523,Male,40 - 50,30 - 60,0
11/12/2017,Sunday,November,Mouse,30,50,32-531-2876,Male,60 and above,150 ABOVE,0
12/3/2017,Sunday,December,Mouse,50,40,05-451-1828,Male,20 - 30,100 - 150,1
3/18/2017,Saturday,March,HDMI Cable,50,60,89-770-4805,Female,40 - 50,150 ABOVE,0
2/19/2017,Sunday,February,Keyboard,40,20,91-039-6312,Female,50 - 60,150 ABOVE,0
6/9/2017,Friday,June,USB Drive,50,60,86-605-3061,Male,60 and above,30 - 60,0
1/24/2017,Tuesday,January,Lightning Cable,40,60,51-483-1807,Female,40 - 50,150 ABOVE,0
4/24/2017,Monday,April,HDMI Cable,40,40,57-253-9398,Female,30 - 40,60 - 100,0
12/18/2017,Monday,December,HDMI Cable,50,60,57-103-5747,Female,40 - 50,100 - 150,1
3/25/2017,Saturday,March,USB Hub,50,20,24-174-4073,Male,60 and above,100 - 150,1
1/5/2017,Thursday,January,Mouse,40,30,89-535-0017,Female,20 - 30,150 ABOVE,0
8/17/2017,Thursday,August,Headset,50,50,39-321-1968,Male,30 - 40,30 - 60,1
1/20/2017,Friday,January,USB Hub,40,30,35-546-4905,Female,40 - 50,30 - 60,0
8/22/2017,Tuesday,August,USB Drive,40,50,93-916-5243,Male,20 - 30,60 - 100,0
5/16/2017,Tuesday,May,HDMI Cable,30,20,34-882-8573,Male,30 - 40,150 ABOVE,0
11/30/2017,Thursday,November,HDMI Cable,30,40,70-477-9563,Female,50 - 60,30 - 60,0
11/8/2017,Wednesday,November,Mouse,50,20,50-248-8136,Male,60 and above,150 ABOVE,0
8/5/2017,Saturday,August,USB Hub,50,30,51-915-1834,Female,20 - 30,100 - 150,1
12/12/2017,Tuesday,December,USB Drive,50,30,14-456-1533,Male,40 - 50,60 - 100,0
3/22/2017,Wednesday,March,Keyboard,40,30,06-997-4373,Male,60 and above,30 - 60,0
3/1/2017,Wednesday,March,Headset,50,30,53-299-5059,Male,60 and above,30 - 60,0
5/21/2017,Sunday,May,Headset,40,60,61-746-1656,Male,20 - 30,30 - 60,0
6/20/2017,Tuesday,June,HDMI Cable,40,20,10-893-1969,Male,30 - 40,150 ABOVE,0
9/11/2017,Monday,September,Headset,40,40,03-754-2277,Female,40 - 50,150 ABOVE,0
12/11/2017,Monday,December,HDMI Cable,30,30,91-533-1845,Female,50 - 60,100 - 150,0
6/11/2017,Sunday,June,HDMI Cable,40,50,67-950-7292,Male,20 - 30,150 ABOVE,0
3/31/2017,Friday,March,HDMI Cable,30,50,66-181-8626,Male,40 - 50,100 - 150,1
9/25/2017,Monday,September,Lightning Cable,30,50,28-252-3478,Male,30 - 40,150 ABOVE,0
12/23/2017,Saturday,December,Mouse,30,20,39-079-3184,Female,30 - 40,150 ABOVE,0
7/14/2017,Friday,July,Lightning Cable,30,20,58-232-7462,Female,20 - 30,150 ABOVE,0
7/20/2017,Thursday,July,Mouse,50,50,29-188-9966,Female,20 - 30,60 - 100,0
3/6/2017,Monday,March,Lightning Cable,30,20,60-338-5435,Female,60 and above,LESS THAN 30,0
2/24/2017,Friday,February,Keyboard,50,50,77-386-1310,Male,50 - 60,60 - 100,0
12/26/2017,Tuesday,December,Mouse,40,20,05-918-4717,Female,60 and above,LESS THAN 30,0
10/31/2017,Tuesday,October,Mouse,40,60,22-010-6881,Female,50 - 60,150 ABOVE,0
8/8/2017,Tuesday,August,USB Hub,30,50,54-628-1576,Female,60 and above,30 - 60,0
7/15/2017,Saturday,July,Headset,50,40,93-303-4873,Female,50 - 60,60 - 100,0
10/23/2017,Monday,October,Mouse,30,50,20-937-2584,Male,30 - 40,150 ABOVE,0
9/22/2017,Friday,September,USB Drive,50,30,69-191-3864,Female,40 - 50,150 ABOVE,0
1/14/2017,Saturday,January,Lightning Cable,40,30,10-201-3396,Female,50 - 60,LESS THAN 30,0
8/21/2017,Monday,August,Headset,50,60,32-988-9665,Male,20 - 30,60 - 100,1
5/27/2017,Saturday,May,Mouse,50,40,49-306-1499,Male,20 - 30,60 - 100,1
6/28/2017,Wednesday,June,Keyboard,30,20,74-894-3134,Male,50 - 60,LESS THAN 30,0
10/24/2017,Tuesday,October,USB Drive,40,40,84-926-0105,Female,60 and above,150 ABOVE,0
1/23/2017,Monday,January,Headset,50,40,35-442-5676,Female,20 - 30,100 - 150,0
11/17/2017,Friday,November,Mouse,40,40,18-157-6114,Male,20 - 30,150 ABOVE,0
1/6/2017,Friday,January,Lightning Cable,40,20,36-207-6460,Female,60 and above,30 - 60,0
7/23/2017,Sunday,July,Mouse,50,40,73-506-1486,Female,40 - 50,150 ABOVE,0
1/11/2017,Wednesday,January,Headset,30,50,92-763-6062,Male,30 - 40,150 ABOVE,0
11/13/2017,Monday,November,Mouse,40,20,24-603-6608,Female,30 - 40,LESS THAN 30,0
12/16/2017,Saturday,December,Mouse,30,40,57-521-9411,Female,20 - 30,LESS THAN 30,1
4/27/2017,Thursday,April,USB Drive,50,40,04-647-2752,Male,20 - 30,100 - 150,0
10/19/2017,Thursday,October,Headset,40,30,44-426-4156,Male,50 - 60,150 ABOVE,0
9/14/2017,Thursday,September,Mouse,50,40,94-781-1036,Male,60 and above,LESS THAN 30,0
7/13/2017,Thursday,July,Mouse,40,50,59-677-9661,Male,40 - 50,60 - 100,0
9/25/2017,Monday,September,Lightning Cable,30,50,78-236-5906,Male,50 - 60,30 - 60,0
8/26/2017,Saturday,August,Keyboard,30,40,00-618-8244,Male,20 - 30,30 - 60,0
1/21/2017,Saturday,January,Mouse,40,20,26-876-8647,Male,40 - 50,LESS THAN 30,0
4/4/2017,Tuesday,April,USB Hub,50,30,15-621-7977,Female,30 - 40,LESS THAN 30,0
6/22/2017,Thursday,June,HDMI Cable,30,50,70-971-4122,Male,60 and above,150 ABOVE,0
7/24/2017,Monday,July,HDMI Cable,50,30,65-351-7326,Male,20 - 30,150 ABOVE,0
12/12/2017,Tuesday,December,USB Drive,30,20,72-683-7029,Male,40 - 50,150 ABOVE,0
6/27/2017,Tuesday,June,USB Drive,40,40,90-100-9970,Male,30 - 40,LESS THAN 30,0
3/26/2017,Sunday,March,USB Drive,30,20,64-872-2282,Female,60 and above,150 ABOVE,0
11/19/2017,Sunday,November,Lightning Cable,30,60,15-519-7476,Male,20 - 30,150 ABOVE,0
4/21/2017,Friday,April,Lightning Cable,30,60,19-588-4815,Female,50 - 60,30 - 60,0
8/6/2017,Sunday,August,USB Hub,40,50,23-562-1033,Female,20 - 30,60 - 100,1
9/4/2017,Monday,September,USB Drive,50,60,25-667-8136,Female,20 - 30,LESS THAN 30,1
6/23/2017,Friday,June,Keyboard,30,50,55-381-0578,Male,30 - 40,60 - 100,0
2/6/2017,Monday,February,USB Drive,50,20,79-610-1875,Male,30 - 40,LESS THAN 30,0
12/2/2017,Saturday,December,USB Hub,50,30,95-782-3920,Female,60 and above,30 - 60,0
10/27/2017,Friday,October,Headset,50,50,75-805-2810,Male,20 - 30,LESS THAN 30,1
7/25/2017,Tuesday,July,Lightning Cable,30,60,32-345-5720,Female,20 - 30,150 ABOVE,0
12/6/2017,Wednesday,December,USB Hub,50,20,78-932-4532,Female,40 - 50,150 ABOVE,0
2/27/2017,Monday,February,Keyboard,50,20,17-044-5137,Female,30 - 40,30 - 60,0
11/13/2017,Monday,November,Keyboard,30,20,68-581-5528,Female,60 and above,LESS THAN 30,0
12/18/2017,Monday,December,Lightning Cable,30,40,83-939-2971,Female,50 - 60,60 - 100,1
11/26/2017,Sunday,November,Keyboard,50,40,40-642-3319,Female,60 and above,100 - 150,0
6/28/2017,Wednesday,June,Headset,40,40,76-906-7680,Female,20 - 30,30 - 60,0
12/3/2017,Sunday,December,Headset,30,30,35-421-5848,Male,20 - 30,30 - 60,0
7/2/2017,Sunday,July,Headset,30,20,88-732-4118,Male,30 - 40,30 - 60,0
5/22/2017,Monday,May,Headset,50,30,03-057-3947,Male,20 - 30,100 - 150,1
10/24/2017,Tuesday,October,USB Hub,30,20,45-088-8696,Male,40 - 50,100 - 150,0
1/11/2017,Wednesday,January,HDMI Cable,30,30,78-542-6368,Female,30 - 40,100 - 150,0
8/14/2017,Monday,August,Keyboard,40,60,21-208-9056,Male,40 - 50,60 - 100,0
8/13/2017,Sunday,August,Headset,30,20,52-977-7643,Female,20 - 30,30 - 60,0
9/11/2017,Monday,September,Lightning Cable,30,20,79-945-9815,Male,20 - 30,30 - 60,0
11/22/2017,Wednesday,November,HDMI Cable,50,50,99-503-1347,Male,30 - 40,150 ABOVE,0
6/22/2017,Thursday,June,Headset,30,20,19-458-4846,Male,30 - 40,60 - 100,0
6/21/2017,Wednesday,June,Mouse,40,50,42-207-2114,Male,60 and above,100 - 150,0
12/20/2017,Wednesday,December,USB Hub,50,30,87-603-0923,Male,30 - 40,30 - 60,0
4/19/2017,Wednesday,April,USB Hub,30,30,96-043-5040,Female,30 - 40,100 - 150,0
5/23/2017,Tuesday,May,Headset,40,40,60-460-4505,Male,40 - 50,100 - 150,0
3/6/2017,Monday,March,USB Drive,30,20,62-153-0695,Female,40 - 50,LESS THAN 30,0
9/24/2017,Sunday,September,Keyboard,50,40,05-537-6142,Female,60 and above,30 - 60,0
3/26/2017,Sunday,March,Keyboard,40,60,82-453-7964,Female,20 - 30,150 ABOVE,0
6/27/2017,Tuesday,June,USB Drive,30,50,55-916-3109,Male,20 - 30,LESS THAN 30,0
2/24/2017,Friday,February,USB Hub,30,60,93-458-9220,Female,30 - 40,150 ABOVE,0
4/30/2017,Sunday,April,HDMI Cable,40,30,19-377-0754,Male,50 - 60,150 ABOVE,0
12/25/2017,Monday,December,Mouse,30,50,01-405-3845,Female,60 and above,100 - 150,1
7/29/2017,Saturday,July,HDMI Cable,40,30,96-046-8019,Female,20 - 30,LESS THAN 30,0
12/13/2017,Wednesday,December,Keyboard,50,30,45-861-7718,Male,30 - 40,60 - 100,0
1/7/2017,Saturday,January,USB Hub,40,60,03-648-1501,Female,50 - 60,LESS THAN 30,0
1/30/2017,Monday,January,USB Hub,40,30,81-738-9942,Female,40 - 50,60 - 100,0
4/9/2017,Sunday,April,HDMI Cable,40,30,18-776-1507,Male,20 - 30,100 - 150,0
12/27/2017,Wednesday,December,USB Drive,30,20,10-869-3405,Male,60 and above,60 - 100,1
6/24/2017,Saturday,June,Lightning Cable,50,50,38-810-0124,Female,60 and above,LESS THAN 30,0
10/19/2017,Thursday,October,USB Drive,40,20,84-779-8076,Female,60 and above,60 - 100,0
6/1/2017,Thursday,June,Mouse,30,60,60-711-3605,Female,50 - 60,60 - 100,0
11/4/2017,Saturday,November,USB Drive,40,50,73-282-1170,Female,30 - 40,100 - 150,1
12/5/2017,Tuesday,December,HDMI Cable,40,30,83-005-1918,Male,20 - 30,150 ABOVE,0
2/5/2017,Sunday,February,Keyboard,40,50,28-283-5368,Male,30 - 40,30 - 60,0
5/22/2017,Monday,May,Headset,30,20,07-913-5969,Female,50 - 60,LESS THAN 30,0
2/26/2017,Sunday,February,USB Hub,40,50,92-126-4280,Female,30 - 40,100 - 150,1
4/18/2017,Tuesday,April,Lightning Cable,40,60,40-253-6777,Male,30 - 40,30 - 60,0
12/8/2017,Friday,December,USB Hub,40,40,26-864-6284,Female,40 - 50,LESS THAN 30,0
6/20/2017,Tuesday,June,HDMI Cable,40,30,19-345-5022,Female,20 - 30,60 - 100,1
11/15/2017,Wednesday,November,USB Drive,50,50,31-460-6627,Female,30 - 40,150 ABOVE,0
12/20/2017,Wednesday,December,Lightning Cable,40,60,70-600-4877,Female,50 - 60,LESS THAN 30,0
8/29/2017,Tuesday,August,USB Hub,50,30,78-720-9742,Female,60 and above,LESS THAN 30,0
5/8/2017,Monday,May,Mouse,50,30,34-046-6790,Female,60 and above,60 - 100,0
6/14/2017,Wednesday,June,Mouse,30,40,50-538-5399,Female,30 - 40,150 ABOVE,1
9/15/2017,Friday,September,HDMI Cable,40,20,56-546-6557,Male,40 - 50,60 - 100,0
2/9/2017,Thursday,February,Mouse,30,30,89-937-6090,Female,30 - 40,30 - 60,0
4/17/2017,Monday,April,Headset,50,20,97-500-7725,Male,50 - 60,30 - 60,0
1/16/2017,Monday,January,Keyboard,40,50,69-031-2873,Male,20 - 30,LESS THAN 30,1
